Results
603439667062886349088937                                                                  1045223
924418829930693127289277                                                                  826257
2356149583938927376482653                                                                 806662
Results
11                                                                                        538409
31                                                                                        43196
53                                                                                        56843
127                                                                                       110628
149                                                                                       112224
401                                                                                       237201
953                                                                                       474314
1973                                                                                      910151
3739                                                                                      2296823
4283                                                                                      2512698
11801                                                                                     5856351
24517                                                                                     6310184
53189                                                                                     155435343
79319                                                                                     8681338
209851                                                                                    5336391
325319                                                                                    154175888
712409                                                                                    12215084
1920011                                                                                   320887610
4081177                                                                                   131120469
6428447                                                                                   45093687
8676013                                                                                   77346210
30895859                                                                                  193136192
51676511                                                                                  312918784
81348623                                                                                  441348042
Results
11                                                                                        97120
31                                                                                        118298
53                                                                                        98837
127                                                                                       84224
149                                                                                       113795
401                                                                                       156953
953                                                                                       130530
1973                                                                                      124514
3739                                                                                      129249
4283                                                                                      158845
11801                                                                                     159783
24517                                                                                     143214
53189                                                                                     142804
79319                                                                                     196968
209851                                                                                    175177
325319                                                                                    191059
712409                                                                                    209779
1920011                                                                                   162805
4081177                                                                                   179104
6428447                                                                                   183906
8676013                                                                                   245343
30895859                                                                                  198242
51676511                                                                                  208595
81348623                                                                                  250231
230637023                                                                                 214665
376891973                                                                                 243860
888362021                                                                                 226320
1585616033                                                                                282741
2490592711                                                                                310919
6015845807                                                                                427975
15375796979                                                                               348193
24776300183                                                                               382002
41762842697                                                                               454233
136482076859                                                                              329668
180886369739                                                                              376494
324515290987                                                                              357667
1037099721799                                                                             340673
1974760400219                                                                             347930
2716631279611                                                                             438654
7689874481369                                                                             411595
12450191150281                                                                            458724
29855827757263                                                                            372211
61848685022497                                                                            456466
118095041373667                                                                           412246
165037391698513                                                                           512007
350130190177543                                                                           518133
578240570839423                                                                           541221
1668808400816911                                                                          595991
3707825450320883                                                                          463035
8335035833505247                                                                          430445
14600016151603261                                                                         464164
29960406286802359                                                                         463094
65743662834605219                                                                         441042
110144425509662179                                                                        514668
181598002814029643                                                                        513808
332906818415696947                                                                        585367
840011006360663387                                                                        555597
2167416434614309031                                                                       467469
4519203662899110139                                                                       520324
5137716978479902697                                                                       633925
16237045705801649717                                                                      608735
35222423978552124437                                                                      762813
41776837475919028279                                                                      810064
119199354086507041271                                                                     728398
167117015080919156563                                                                     838355
509298106353606136363                                                                     693742
813325095299560147021                                                                     701587
1595423455599197615309                                                                    762291
3142647466159562766199                                                                    742816
9062931564746761745117                                                                    714344
9561296001911241663961                                                                    967209
23330086583280338660957                                                                   849176
67499795748113324746679                                                                   758831
120473207589820310858363                                                                  712069
185478931936686952360453                                                                  857430
603439667062886349088937                                                                  870124
924418829930693127289277                                                                  760912
2356149583938927376482653                                                                 753525
Results
11                                                                                        238083
31                                                                                        178552
53                                                                                        177162
127                                                                                       198882
149                                                                                       181703
401                                                                                       191926
953                                                                                       183918
1973                                                                                      186510
3739                                                                                      191126
4283                                                                                      194404
11801                                                                                     330242
24517                                                                                     317957
53189                                                                                     294540
79319                                                                                     352734
209851                                                                                    330979
325319                                                                                    345163
712409                                                                                    374649
1920011                                                                                   334320
4081177                                                                                   344151
6428447                                                                                   344446
8676013                                                                                   377285
30895859                                                                                  364285
51676511                                                                                  364759
81348623                                                                                  420174
230637023                                                                                 374143
376891973                                                                                 404423
888362021                                                                                 1419888
1585616033                                                                                361280
2490592711                                                                                365990
6015845807                                                                                509313
15375796979                                                                               438339
24776300183                                                                               445481
41762842697                                                                               520361
136482076859                                                                              450720
180886369739                                                                              470410
324515290987                                                                              515850
1037099721799                                                                             429654
1974760400219                                                                             466774
2716631279611                                                                             535718
7689874481369                                                                             691990
12450191150281                                                                            547118
29855827757263                                                                            474097
61848685022497                                                                            541404
118095041373667                                                                           494199
165037391698513                                                                           631744
350130190177543                                                                           568908
578240570839423                                                                           647217
1668808400816911                                                                          570181
3707825450320883                                                                          553161
8335035833505247                                                                          524760
14600016151603261                                                                         523881
29960406286802359                                                                         548758
65743662834605219                                                                         536007
110144425509662179                                                                        545613
181598002814029643                                                                        645509
332906818415696947                                                                        716790
840011006360663387                                                                        639465
2167416434614309031                                                                       585247
4519203662899110139                                                                       613805
5137716978479902697                                                                       722954
16237045705801649717                                                                      694440
35222423978552124437                                                                      779197
41776837475919028279                                                                      941443
119199354086507041271                                                                     776984
167117015080919156563                                                                     850087
509298106353606136363                                                                     944345
813325095299560147021                                                                     992681
1595423455599197615309                                                                    1298977
3142647466159562766199                                                                    1037360
9062931564746761745117                                                                    1007001
9561296001911241663961                                                                    1162449
23330086583280338660957                                                                   1111327
67499795748113324746679                                                                   4983729
120473207589820310858363                                                                  3105198
185478931936686952360453                                                                  1065576
603439667062886349088937                                                                  846538
924418829930693127289277                                                                  912384
2356149583938927376482653                                                                 878066
